step,seed1,seed2,seed3,seed4,seed5
577000,28.16,29.29,25.57,25.7,24.95
578000,28.08,29.33,26.27,25.71,25.27
579000,28.62,29.38,25.7,26.05,25.17
580000,29.08,29.61,25.7,26.28,24.68
581000,29.34,30.17,26.39,26.57,24.57
582000,29.69,30.2,26.29,26.59,24.58
583000,29.97,30.63,26.69,26.86,24.58
584000,30.01,30.5,26.75,26.77,25.09
585000,30.06,30.12,27.09,26.7,25.26
586000,29.76,29.97,26.88,26.88,25.2
587000,30.01,29.83,26.92,27.24,24.81
588000,30.21,29.94,27.12,28.09,24.76
589000,30.41,29.48,27.14,28.18,24.79
590000,29.97,29.06,27.65,27.86,24.84
591000,30.77,29.36,28.03,27.68,24.96
592000,29.81,28.84,28.09,27.68,24.62
593000,30.01,28.91,27.89,27.85,24.8
594000,30.26,28.6,28.35,27.87,24.78
595000,30.27,28.65,28.49,27.9,24.37
596000,30.78,28.22,28.23,28.25,24.56
597000,31.5,28.03,28.54,28.6,24.31
598000,31.76,28.39,28.57,28.44,23.84
599000,31.65,28.9,28.87,28.47,23.43
600000,31.87,29.15,29.0,28.15,23.68
